elapsed [sec],memory usage (rss) [MB]
0,47.98046875
1,56.26171875
2,57.27734375
3,58.52734375
4,58.52734375
5,67.82421875
6,80.8046875
7,82.1796875
8,89.3046875
9,90.8046875
10,87.1953125
11,92.26171875
12,91.55859375
13,92.80859375
14,91.73046875
15,90.49609375
16,101.46875
17,100.15625
18,91.7734375
19,92.6484375
20,91.13671875
21,91.13671875
22,91.13671875
23,92.16796875
24,92.16796875
25,90.76953125
26,90.76953125
27,90.76953125
28,90.89453125
29,90.89453125
30,87.5546875
31,92.09765625
32,90.83984375
33,89.2734375
34,92.1484375
35,93.3984375
36,93.3984375
37,93.3984375
38,93.3984375
39,89.5
40,89.5
41,89.5
42,89.5
43,89.5
44,89.5
45,89.5703125
46,91.328125
47,91.203125
48,91.203125
49,91.06640625
50,90.9375
51,90.8125
52,90.6875
53,90.6875
54,90.6875
55,90.6875
56,90.6875
57,90.6875
58,90.6875
59,88.0625
60,97.66796875
61,97.79296875
62,97.79296875
63,97.91796875
64,97.91796875
65,97.91796875
66,97.91796875
67,97.79296875
68,97.79296875
69,97.79296875
70,97.79296875
71,97.79296875
72,97.79296875
73,97.66015625
74,102.56640625
75,99.4765625
76,99.4765625
77,101.8515625
78,103.3515625
79,103.7265625
80,105.125
81,105.125
82,105.125
83,101.2265625
84,101.2265625
85,100.6953125
86,100.1953125
87,100.0703125
88,100.0703125
89,98.53515625
90,95.765625
91,95.765625
92,95.765625
93,95.765625
94,95.765625
95,95.765625
96,95.765625
97,95.765625
98,95.765625
99,95.765625
100,95.765625
101,95.765625
102,95.765625
103,95.765625
104,95.71484375
105,95.71484375
106,95.71484375
107,95.71484375
108,95.71484375
109,95.71484375
110,95.71484375
111,95.71484375
112,95.71484375
113,95.71484375
114,95.71484375
115,95.71484375
116,95.71484375
117,95.71484375
118,95.71484375
119,98.80859375
120,98.80859375
121,98.80859375
122,98.80859375
123,98.80859375
124,98.80859375
125,98.80859375
126,98.80859375
127,98.80859375
128,98.80859375
129,98.80859375
130,98.80859375
131,98.80859375
132,98.80859375
133,98.80859375
134,98.71484375
135,98.71484375
136,95.9296875
137,95.9296875
138,95.9296875
139,95.9296875
140,95.9296875
141,95.9296875
142,95.9296875
143,95.9296875
144,95.9296875
145,92.69921875
146,96.69921875
147,96.02734375
148,98.77734375
149,120.125
150,126.4609375
151,129.3359375
152,128.71484375
153,129.96484375
154,125.3125
155,126.5625
156,127.9375
157,129.0625
158,129.0625
159,128.30078125
160,128.0859375
161,128.4609375
162,128.4609375
163,128.4609375
164,128.0
165,128.0
166,128.25
167,128.3828125
168,123.4453125
169,124.0703125
170,117.171875
171,118.421875
172,119.921875
173,120.046875
174,120.046875
175,116.046875
176,116.046875
177,116.046875
178,116.046875
179,115.05859375
180,114.92578125
181,110.58203125
182,110.58203125
183,106.890625
184,106.43359375
185,106.93359375
186,106.93359375
187,106.41796875
188,106.79296875
189,106.79296875
190,106.66796875
191,106.66796875
192,106.66796875
193,106.79296875
194,117.55078125
195,116.8125
196,112.796875
197,112.671875
198,112.671875
199,113.171875
200,105.9921875
201,105.9921875
202,105.32421875
203,105.32421875
204,105.94921875
205,106.07421875
206,121.44140625
207,120.55078125
208,122.42578125
209,141.68359375
210,141.68359375
211,130.38671875
212,129.9609375
213,124.56640625
214,127.31640625
215,127.34375
216,127.71875
217,127.14453125
218,127.14453125
219,127.76953125
220,127.3671875
221,127.7421875
222,127.06640625
223,127.06640625
224,127.078125
225,127.078125
226,126.6875
227,123.54296875
228,123.41796875
229,123.41796875
230,123.54296875
231,123.25390625
232,123.50390625
233,123.50390625
234,123.50390625
235,123.62890625
236,123.62890625
237,123.6015625
238,123.3515625
239,132.6953125
240,132.6953125
241,127.0078125
242,126.8828125
243,127.2578125
244,126.62890625
245,126.62890625
246,127.37890625
247,127.37890625
248,127.50390625
249,127.04296875
250,127.04296875
251,127.54296875
252,126.96484375
253,127.46484375
254,132.64453125
255,132.64453125
256,132.64453125
257,136.3203125
258,135.609375
259,131.11328125
260,132.48828125
261,133.61328125
262,134.86328125
263,136.23828125
264,125.3828125
265,127.3828125
266,128.2578125
267,128.2578125
268,128.3828125
269,126.25
270,123.38671875
271,129.73046875
272,131.98046875
273,131.5390625
274,129.7109375
275,123.96484375
276,125.33984375
277,126.58984375
278,126.46484375
279,126.83984375
280,126.71484375
281,127.08984375
282,127.08984375
283,121.203125
284,139.078125
285,139.078125
286,133.5859375
287,133.5859375
288,123.24609375
289,122.99609375
290,122.99609375
291,123.24609375
292,123.24609375
293,123.24609375
294,123.24609375
295,122.328125
296,123.203125
297,123.203125
298,121.69921875
299,121.69921875
300,117.44140625
301,117.18359375
302,117.43359375
303,117.18359375
304,117.18359375
305,117.55859375
306,139.37890625
307,215.625
308,252.36328125
309,255.23828125
310,257.48828125
311,263.48828125
312,264.40625
313,273.23828125
314,270.12109375
315,271.49609375
316,271.6484375
317,277.2734375
318,279.59375
319,281.96875
320,284.46875
321,286.21875
322,288.59375
323,288.71875
324,287.9140625
325,288.0390625
326,287.53125
327,288.03125
328,287.65625
329,285.31640625
330,288.3359375
331,288.3359375
332,288.3359375
333,283.078125
334,283.203125
335,283.203125
336,282.93359375
337,283.68359375
338,283.68359375
339,283.68359375
340,283.68359375
341,283.68359375
342,283.43359375
343,283.68359375
344,283.93359375
345,284.6796875
346,288.4453125
347,287.75390625
348,284.15625
349,284.03125
350,285.28125
351,285.40625
352,285.40625
353,285.90625
354,285.78125
355,287.78125
356,287.21875
357,287.21875
358,290.21875
359,290.3359375
360,290.3359375
361,285.75390625
362,294.40234375
363,293.8671875
364,285.3046875
365,284.921875
366,283.0625
367,283.0625
368,283.3125
369,283.1796875
370,283.0546875
371,283.0546875
372,283.0546875
373,283.1796875
374,283.0546875
375,282.9296875
376,282.9296875
377,283.2734375
378,290.6484375
379,290.51953125
380,283.546875
381,283.2890625
382,283.0234375
383,283.0234375
384,283.2734375
385,282.8828125
386,283.2578125
387,282.87890625
388,283.25390625
389,282.86328125
390,283.23828125
391,283.61328125
392,283.61328125
393,284.8515625
394,288.1015625
395,287.83203125
396,287.83203125
397,286.453125
398,286.16015625
399,286.28515625
400,278.65234375
401,278.65234375
402,278.10546875
403,277.98046875
404,277.98046875
405,277.6015625
406,277.6015625
407,277.8515625
