elapsed [sec],ObjectSpace.memsize_of_all values [MB]
0,20.233591079711914
1,16.36690616607666
2,18.08287525177002
3,17.797926902770996
4,17.522770881652832
5,19.29910945892334
6,18.8601713180542
7,17.079846382141113
8,16.767314910888672
9,18.063610076904297
10,21.627400398254395
11,16.969529151916504
12,16.71351718902588
13,16.406678199768066
14,16.09981346130371
15,28.736945152282715
16,23.842671394348145
17,24.033373832702637
18,24.0237455368042
19,24.006223678588867
20,22.543391227722168
21,26.410256385803223
22,26.29100513458252
23,27.108612060546875
24,26.42973232269287
25,26.776508331298828
26,26.803833961486816
27,26.92680072784424
28,27.31423568725586
29,27.32982349395752
30,22.273545265197754
31,22.65119457244873
32,22.71835708618164
33,22.775880813598633
34,23.154757499694824
35,23.49226474761963
36,23.54743003845215
37,23.61236000061035
38,23.99714183807373
39,24.07082462310791
40,24.134552001953125
41,24.19059944152832
42,24.585238456726074
43,24.6503324508667
44,24.724007606506348
45,23.12276268005371
46,23.215718269348145
47,23.2910737991333
48,23.713669776916504
49,23.79789447784424
50,23.882243156433105
51,23.96682834625244
52,24.736437797546387
53,24.80735206604004
54,24.889504432678223
55,25.310073852539062
56,25.40122699737549
57,25.492775917053223
58,25.584339141845703
59,32.70709419250488
60,26.938072204589844
61,24.10525417327881
62,22.336318969726562
63,24.568904876708984
64,24.800949096679688
65,25.371588706970215
66,25.604105949401855
67,25.828033447265625
68,26.39845561981201
69,26.622910499572754
70,26.865548133850098
71,27.12251853942871
72,24.597907066345215
73,24.831714630126953
74,25.205330848693848
75,22.480783462524414
76,22.896493911743164
77,22.983625411987305
78,23.07083034515381
79,23.390037536621094
80,23.582798957824707
81,23.66114616394043
82,23.75803852081299
83,24.58539390563965
84,24.606792449951172
85,24.711101531982422
86,24.796707153320312
87,25.22870635986328
88,25.323935508728027
89,24.5856876373291
90,24.40323829650879
91,24.973557472229004
92,25.223641395568848
93,25.474321365356445
94,22.675570487976074
95,23.255345344543457
96,23.51519012451172
97,23.766138076782227
98,24.008151054382324
99,24.5881929397583
100,24.83914089202881
101,25.09904670715332
102,25.349994659423828
103,22.704505920410156
104,23.01186752319336
105,24.855692863464355
106,25.096531867980957
107,25.319533348083496
108,22.812042236328125
109,23.053239822387695
110,23.285722732543945
111,23.517744064331055
112,24.07975196838379
113,24.31284523010254
114,24.544729232788086
115,24.778183937072754
116,25.340177536010742
117,25.57309627532959
118,22.73163414001465
119,22.94386577606201
120,23.642419815063477
121,24.002342224121094
122,24.370206832885742
123,24.747631072998047
124,25.438143730163574
125,25.80753803253174
126,23.245756149291992
127,23.61510181427002
128,24.323122024536133
129,24.683634757995605
130,25.053385734558105
131,25.43166160583496
132,25.80154037475586
133,23.57175064086914
134,23.318225860595703
135,23.185163497924805
136,23.676218032836914
137,24.159323692321777
138,24.980629920959473
139,27.160962104797363
140,24.731932640075684
141,23.230878829956055
142,26.059099197387695
143,26.54903793334961
144,27.056509971618652
145,25.075593948364258
146,25.57486343383789
147,26.083494186401367
148,35.347496032714844
149,21.91507625579834
150,22.62179946899414
151,23.008612632751465
152,23.39441967010498
153,23.789146423339844
154,21.582862854003906
155,21.969260215759277
156,22.35583209991455
157,23.081170082092285
158,23.45847511291504
159,23.84598159790039
160,24.233088493347168
161,22.037832260131836
162,22.434391975402832
163,22.00167465209961
164,22.86125659942627
165,23.381505012512207
166,23.920109748840332
167,21.93183994293213
168,22.54270648956299
169,23.073448181152344
170,23.619873046875
171,21.68717384338379
172,22.22666835784912
173,22.7500057220459
174,23.619206428527832
175,24.141664505004883
176,21.91398525238037
177,22.44587230682373
178,23.663504600524902
179,24.252578735351562
180,22.365694046020508
181,23.071807861328125
182,24.099600791931152
183,22.21339225769043
184,22.928282737731934
185,23.659435272216797
186,24.664104461669922
187,22.789286613464355
188,23.487937927246094
189,24.534923553466797
190,22.65155792236328
191,25.64022159576416
192,23.69286346435547
193,26.325343132019043
194,22.536495208740234
195,22.670164108276367
196,22.821402549743652
197,23.28575897216797
198,23.43788242340088
199,23.581673622131348
200,23.904296875
201,24.190366744995117
202,24.342785835266113
203,24.478272438049316
204,24.62257194519043
205,25.10530185699463
206,25.249332427978516
207,25.39396572113037
208,22.774893760681152
209,23.131912231445312
210,23.692371368408203
211,23.98716926574707
212,24.27183246612549
213,24.612435340881348
214,25.200261116027832
215,25.48600482940674
216,22.786198616027832
217,23.212865829467773
218,23.69742202758789
219,23.992146492004395
220,24.28815269470215
221,24.913105964660645
222,25.209379196166992
223,24.158419609069824
224,24.439983367919922
225,24.72282886505127
226,25.33462142944336
227,25.6177339553833
228,22.883411407470703
229,23.49649715423584
230,23.770867347717285
231,24.054678916931152
232,24.60463809967041
233,24.950905799865723
234,25.234044075012207
235,25.517626762390137
236,22.900574684143066
237,48.31252956390381
238,25.790921211242676
239,23.42324924468994
240,23.889318466186523
241,24.685834884643555
242,25.152713775634766
243,25.61979389190674
244,23.253345489501953
245,23.72143268585205
246,24.52757167816162
247,24.994418144226074
248,27.00016975402832
249,27.40748119354248
250,25.186695098876953
251,25.8593168258667
252,27.23700523376465
253,27.072970390319824
254,27.86580753326416
255,26.500657081604004
256,27.311577796936035
257,25.616658210754395
258,26.418898582458496
259,27.21336078643799
260,25.849395751953125
261,26.661643981933594
262,27.464957237243652
263,25.772537231445312
264,26.80668544769287
265,27.70969867706299
266,26.017457008361816
267,24.070022583007812
268,23.655091285705566
269,24.04094886779785
270,24.398035049438477
271,24.605778694152832
272,24.8227596282959
273,25.030445098876953
274,25.33212661743164
275,22.68437957763672
276,22.883944511413574
277,23.091492652893066
278,23.6295804977417
279,23.84683609008789
280,24.0463285446167
281,24.264609336853027
282,27.179673194885254
283,25.353605270385742
284,25.711644172668457
285,23.10138511657715
286,23.451448440551758
287,24.131152153015137
288,24.48080539703369
289,24.830458641052246
290,25.180429458618164
291,25.539551734924316
292,23.260848999023438
293,23.611446380615234
294,23.962657928466797
295,24.322019577026367
296,24.99338722229004
297,24.68695640563965
298,24.590532302856445
299,24.785795211791992
300,24.989601135253906
301,25.505669593811035
302,22.595861434936523
303,22.791512489318848
304,22.986029624938965
305,23.465564727783203
306,23.71482563018799
307,23.909825325012207
308,24.768696784973145
309,25.007633209228516
310,25.51197910308838
311,25.714835166931152
312,29.39326763153076
313,29.969085693359375
314,31.46648120880127
315,31.78923225402832
316,30.609082221984863
317,30.975540161132812
318,31.325437545776367
319,31.693236351013184
320,33.550424575805664
321,33.90665531158447
322,34.271745681762695
323,34.63627052307129
324,32.24199199676514
325,32.764424324035645
326,33.12126159667969
327,23.380605697631836
328,26.501136779785156
329,26.743831634521484
330,27.00479507446289
331,27.419174194335938
332,27.85513973236084
333,28.115809440612793
334,28.38532257080078
335,25.602102279663086
336,25.910959243774414
337,26.461862564086914
338,26.715067863464355
339,26.976449966430664
340,27.566493034362793
341,27.828816413879395
342,27.467723846435547
343,27.854307174682617
344,28.440431594848633
345,30.265564918518066
346,27.69417667388916
347,28.078222274780273
348,28.72451686859131
349,29.202434539794922
350,29.587181091308594
351,29.97988986968994
352,27.802067756652832
353,28.20453643798828
354,28.59841537475586
355,29.23118782043457
356,33.00054931640625
357,25.176536560058594
358,25.572622299194336
359,25.977436065673828
360,26.702974319458008
361,27.098257064819336
362,24.587185859680176
363,25.002910614013672
364,25.710078239440918
365,26.107415199279785
366,26.50428867340088
367,27.23969841003418
368,24.729044914245605
369,25.126813888549805
370,25.524203300476074
371,25.53932762145996
372,25.90070152282715
373,26.463114738464355
374,28.775012016296387
375,26.910456657409668
376,27.470250129699707
377,28.03904628753662
378,28.931565284729004
379,26.74527072906494
380,27.315930366516113
381,27.868102073669434
382,28.75919246673584
383,26.58238983154297
384,27.152271270751953
385,27.706028938293457
386,28.965560913085938
387,28.778196334838867
388,27.0109281539917
389,27.778769493103027
390,28.884069442749023
391,27.11025619506836
392,27.87818431854248
393,28.6536865234375
394,26.88099193572998
395,27.987384796142578
396,28.747270584106445
397,26.983330726623535
398,27.760396003723145
399,28.529112815856934
400,27.086800575256348
401,26.26675510406494
402,29.208358764648438
403,27.95112419128418
404,28.972314834594727
405,28.044858932495117
406,29.07553482055664
407,27.810715675354004
408,29.03610324859619
409,27.907361030578613
410,28.929625511169434
411,27.67560386657715
412,29.02808380126953
413,27.774850845336914
414,28.798108100891113
415,27.553433418273926
416,31.39978790283203
417,25.53116798400879
418,25.695390701293945
419,25.86723804473877
420,26.040050506591797
421,26.541839599609375
422,26.714906692504883
423,26.896550178527832
424,23.935422897338867
425,24.438064575195312
426,24.612380981445312
427,24.79396152496338
428,25.15215492248535
429,25.4635648727417
430,25.63768196105957
431,28.252816200256348
432,27.098031044006348
433,24.409351348876953
434,24.71544361114502
435,26.360082626342773
436,26.673105239868164
437,26.977322578430176
438,27.390847206115723
439,27.942249298095703
440,28.255615234375
441,28.569032669067383
442,26.22909641265869
443,26.53446865081787
444,26.84779644012451
445,27.17041301727295
446,27.86488151550293
447,28.121774673461914
448,28.38875102996826
449,25.626001358032227
450,25.987099647521973
451,26.488855361938477
452,26.76510715484619
453,27.0233154296875
454,27.61980628967285
455,27.88616943359375
456,28.16214084625244
457,28.552963256835938
458,25.990161895751953
459,26.25748062133789
460,28.852880477905273
461,26.94347858428955
462,27.339624404907227
463,27.876604080200195
464,28.479729652404785
465,25.995878219604492
466,26.401822090148926
467,27.13651752471924
468,27.543280601501465
469,27.950754165649414
470,28.445061683654785
471,26.20428466796875
472,26.620269775390625
473,27.018850326538086
474,27.76470947265625
475,31.469326972961426
476,28.349045753479004
477,25.701305389404297
478,25.984089851379395
479,26.275766372680664
480,26.87973117828369
481,27.1724910736084
482,27.456050872802734
483,27.74928092956543
484,28.344059944152832
485,28.62758159637451
486,25.899428367614746
487,26.416131019592285
488,26.79701805114746
489,27.089573860168457
490,25.54639720916748
491,25.72145652770996
492,25.8884220123291
493,26.40390682220459
494,26.57110023498535
495,26.748326301574707
496,26.925167083740234
497,27.4315242767334
498,28.272809982299805
499,28.412757873535156
