elapsed [sec],ObjectSpace.memsize_of_all values [MB]
0,19.765921592712402
1,16.117624282836914
2,17.841747283935547
3,17.556774139404297
4,17.272661209106445
5,25.949368476867676
6,17.06888771057129
7,16.762371063232422
8,16.59659194946289
9,18.081571578979492
10,21.56001091003418
11,18.3231258392334
12,18.020795822143555
13,17.71953773498535
14,17.747905731201172
15,19.154340744018555
16,15.189349174499512
17,15.105876922607422
18,13.014026641845703
19,15.241930961608887
20,18.43420124053955
21,16.747106552124023
22,17.005087852478027
23,20.31912612915039
24,20.180545806884766
25,20.1152286529541
26,20.3787899017334
27,20.28799343109131
28,20.229121208190918
29,20.171053886413574
30,18.285273551940918
31,20.55791473388672
32,20.60020160675049
33,20.642059326171875
34,20.683828353881836
35,20.72567367553711
36,21.392643928527832
37,21.440817832946777
38,21.48131275177002
39,21.53910541534424
40,21.91769504547119
41,21.966601371765137
42,22.015013694763184
43,22.06362533569336
44,22.44245147705078
45,19.572142601013184
46,19.892086029052734
47,19.883030891418457
48,19.86492347717285
49,19.856033325195312
50,20.17753505706787
51,20.177666664123535
52,18.77265167236328
53,18.768654823303223
54,19.086069107055664
55,19.090569496154785
56,19.07853126525879
57,19.404775619506836
58,19.401695251464844
59,27.297736167907715
60,19.440680503845215
61,19.552699089050293
62,19.66464138031006
63,19.77779483795166
64,20.21902370452881
65,20.330927848815918
66,20.44355869293213
67,20.564980506896973
68,20.67735004425049
69,21.119336128234863
70,21.232644081115723
71,21.33645534515381
72,21.45896053314209
73,21.572131156921387
74,23.663474082946777
75,20.00355052947998
76,19.99180316925049
77,19.981107711791992
78,20.289615631103516
79,20.28780174255371
80,20.275904655456543
81,20.265399932861328
82,20.384666442871094
83,20.709409713745117
84,20.695488929748535
85,20.700514793395996
86,20.687687873840332
87,20.736435890197754
88,21.01768207550049
89,24.955472946166992
90,22.323622703552246
91,22.444929122924805
92,22.565523147583008
93,22.685985565185547
94,22.797175407409668
95,20.077895164489746
96,20.19893455505371
97,20.319969177246094
98,20.441044807434082
99,20.892065048217773
100,21.012847900390625
101,21.125019073486328
102,21.24734592437744
103,21.36921215057373
104,20.669225692749023
105,19.791057586669922
106,20.196605682373047
107,20.281265258789062
108,20.357107162475586
109,20.43294906616211
110,20.838852882385254
111,20.915282249450684
112,20.99216938018799
113,21.068034172058105
114,21.14565372467041
115,18.321303367614746
116,18.397958755493164
117,16.47568702697754
118,18.55298614501953
119,19.20906925201416
120,19.368839263916016
121,19.5465669631958
122,20.046088218688965
123,20.21597194671631
124,20.385802268981934
125,20.547040939331055
126,21.05614185333252
127,21.226330757141113
128,21.387877464294434
129,21.558958053588867
130,18.93928813934326
131,19.11011028289795
132,19.281325340270996
133,19.451807022094727
134,17.823098182678223
135,20.12339973449707
136,20.423738479614258
137,20.73589038848877
138,21.36348247528076
