elapsed [sec],ObjectSpace.memsize_of_all values [MB]
0,21.9952392578125
1,19.326528549194336
2,21.438650131225586
3,21.550260543823242
4,18.160985946655273
5,23.57021141052246
6,30.575186729431152
7,38.557472229003906
8,30.676840782165527
9,34.289504051208496
10,39.84204864501953
11,21.1234188079834
12,25.097280502319336
13,28.718520164489746
14,23.630820274353027
15,40.154380798339844
16,23.267264366149902
17,27.10739803314209
18,21.399160385131836
19,21.011899948120117
20,20.876569747924805
21,30.084257125854492
22,29.825658798217773
23,39.182729721069336
24,30.299687385559082
25,34.27318286895752
26,29.55061912536621
27,33.16299247741699
28,29.464924812316895
29,33.43000411987305
30,35.8594388961792
31,23.563182830810547
32,27.184056282043457
33,30.866313934326172
34,34.47868728637695
35,35.93006229400635
36,39.54263401031494
37,23.186808586120605
38,27.078380584716797
39,22.402003288269043
40,22.014376640319824
41,21.70593547821045
42,25.32680892944336
43,28.976161003112793
44,32.95815658569336
45,29.4618558883667
46,33.07422924041748
47,36.68660259246826
48,32.438517570495605
49,36.059391021728516
50,23.447711944580078
51,32.33277988433838
52,23.653918266296387
53,27.47466468811035
54,22.86589241027832
55,26.4782657623291
56,29.869661331176758
57,33.851656913757324
58,29.233858108520508
59,35.85909843444824
60,30.899301528930664
61,34.511674880981445
62,29.959749221801758
63,21.933244705200195
64,21.38193702697754
65,25.00281047821045
66,28.61518383026123
67,32.61811351776123
68,36.23048686981201
69,31.680109977722168
70,35.28398323059082
71,31.102290153503418
72,34.70636177062988
73,22.155092239379883
74,29.411925315856934
75,24.00394630432129
76,27.80406379699707
77,23.491487503051758
78,27.10386085510254
79,30.617586135864258
80,34.372103691101074
81,30.113184928894043
82,39.386924743652344
83,30.89891242980957
84,34.86390781402588
85,30.378525733947754
86,33.999399185180664
87,29.51493263244629
88,33.4799280166626
89,29.98837375640869
90,21.6092472076416
91,21.177858352661133
92,25.14285373687744
93,28.755227088928223
94,32.374634742736816
95,35.99550819396973
96,31.9263858795166
97,35.53875923156738
98,31.109392166137695
99,35.08288764953613
100,22.644761085510254
101,26.257134437561035
102,21.826760292053223
103,25.534645080566406
104,19.827638626098633
105,23.440210342407227
106,23.067766189575195
107,27.041261672973633
108,30.668245315551758
109,34.28061866760254
110,29.906648635864258
111,33.871644020080566
112,29.49990177154541
113,33.11227512359619
114,36.72464847564697
115,24.714280128479004
116,28.335153579711914
117,23.961626052856445
118,21.360918045043945
119,25.334413528442383
120,28.946786880493164
121,24.630273818969727
122,28.242647171020508
123,32.28701972961426
124,35.89939308166504
125,31.5825138092041
126,35.55600929260254
127,31.23961067199707
128,34.84348392486572
129,22.667771339416504
130,26.500359535217285
