elapsed [sec],memory usage (rss) [MB]
0,49.2578125
1,56.9921875
2,58.1796875
3,59.3046875
4,59.5546875
5,69.71875
6,87.46875
7,87.0859375
8,84.83203125
9,83.4609375
10,87.3046875
11,92.5546875
12,91.0625
13,91.1875
14,93.0625
15,98.66796875
16,99.47265625
17,105.09375
18,103.36328125
19,94.1953125
20,111.91796875
21,111.9140625
22,105.875
23,105.875
24,107.625
25,103.0078125
26,102.8515625
27,102.8515625
28,97.9140625
29,101.4140625
30,102.3515625
31,108.5
32,94.08984375
33,94.08984375
34,94.71484375
35,91.07421875
36,88.38671875
37,90.1015625
38,93.1015625
39,94.3515625
40,96.57421875
41,94.578125
42,91.58984375
43,89.921875
44,88.99609375
45,89.8984375
46,90.1484375
47,89.203125
48,89.453125
49,89.453125
50,89.1015625
51,89.1015625
52,86.359375
53,83.9140625
54,88.5390625
55,93.73828125
56,94.109375
57,94.234375
58,99.91796875
59,96.6171875
60,95.69921875
61,94.671875
62,95.421875
63,95.29296875
64,94.01171875
65,94.01171875
66,94.01171875
67,97.13671875
68,95.3203125
69,96.6953125
70,94.86328125
71,97.08203125
72,97.95703125
73,97.95703125
74,99.5078125
75,98.59765625
76,82.37109375
77,83.2421875
78,79.0
79,79.25
80,78.9296875
81,81.8046875
82,82.15625
83,83.53125
84,92.5625
85,93.5625
86,98.4375
87,99.5625
88,100.9375
89,101.609375
90,94.23046875
91,99.60546875
92,100.73046875
93,101.73046875
94,103.2109375
95,104.4609375
96,104.5859375
97,101.53515625
98,99.84765625
99,102.35546875
100,102.67578125
101,103.92578125
102,104.67578125
103,103.0703125
104,103.3203125
105,82.7265625
106,82.9765625
107,84.8515625
108,84.15234375
109,85.52734375
110,85.5234375
111,87.8984375
112,86.69921875
113,85.796875
114,85.796875
115,85.6015625
116,83.4453125
117,83.78125
118,84.41015625
119,85.03515625
120,87.41015625
121,87.53125
122,84.78515625
123,86.03515625
124,86.53515625
125,84.56640625
126,80.703125
127,80.953125
128,82.296875
129,83.796875
130,82.9296875
131,84.3046875
132,80.10546875
133,82.015625
134,78.7421875
135,80.1171875
136,80.98046875
137,80.8515625
138,81.1015625
139,81.1015625
140,81.1015625
141,81.1015625
142,81.1015625
143,89.33984375
144,89.33984375
145,89.83984375
146,89.83984375
147,90.69921875
148,88.0625
149,88.3125
150,88.3125
151,87.8515625
152,88.1015625
153,81.93359375
154,85.80859375
155,89.1953125
156,86.5546875
157,87.4296875
158,87.4296875
159,87.4296875
160,90.8046875
161,88.90234375
162,93.64453125
163,94.01953125
164,93.62890625
165,91.328125
166,89.7890625
167,91.0390625
168,94.1640625
169,95.15625
170,96.40625
171,93.87109375
172,96.37109375
173,93.65625
174,93.78125
175,88.23046875
176,89.85546875
177,86.28125
178,90.7265625
179,89.296875
180,90.40625
181,93.90625
182,94.90625
183,94.90625
184,94.90625
185,94.28125
186,94.78125
187,94.78125
188,91.83984375
189,94.81640625
190,95.56640625
191,95.56640625
192,96.37109375
193,96.37109375
194,92.19140625
195,91.125
196,89.8125
197,89.8125
198,89.8125
199,89.8125
200,89.8125
201,89.8125
202,89.8125
203,99.60546875
204,97.32421875
205,100.77734375
206,95.984375
207,97.6640625
208,98.16015625
209,100.23046875
210,101.69921875
211,101.69921875
212,101.69921875
213,101.80078125
214,98.875
215,96.26953125
216,97.51953125
217,98.46875
218,102.71875
219,100.0703125
220,101.3203125
221,103.0625
222,103.6875
223,100.8203125
224,102.8203125
225,101.1796875
226,98.2265625
227,98.3515625
228,98.3515625
229,97.06640625
230,98.44140625
231,98.72265625
232,100.09765625
233,98.2109375
234,99.5859375
235,99.33203125
236,98.52734375
237,98.52734375
238,97.75
239,98.625
240,97.828125
241,98.078125
242,99.5703125
243,102.8203125
244,102.58984375
245,103.83984375
246,99.6015625
247,99.9765625
248,97.4296875
249,97.9296875
250,96.20703125
251,97.58984375
252,98.93359375
253,98.6875
254,99.9375
255,99.9375
256,96.9765625
257,97.1015625
258,97.1015625
259,90.29296875
260,90.0390625
261,90.0390625
262,90.0390625
263,89.73828125
264,89.73828125
265,90.74609375
266,90.609375
267,89.08984375
268,90.45703125
269,90.58203125
270,90.70703125
271,83.9296875
272,87.9296875
273,92.1796875
274,87.73828125
275,88.85546875
276,90.10546875
277,90.0703125
278,91.4453125
279,92.4453125
280,88.67578125
281,88.67578125
282,87.73046875
283,87.73046875
284,87.73046875
285,89.328125
286,92.453125
287,93.828125
288,93.625
289,93.171875
290,92.5546875
291,90.05859375
292,88.30078125
293,88.4921875
294,92.7421875
295,90.48828125
296,91.36328125
297,92.36328125
298,90.98046875
299,88.04296875
300,87.0
301,87.0
302,87.0
303,89.375
304,88.5234375
305,84.77734375
306,84.77734375
307,86.27734375
308,86.27734375
309,87.03515625
310,86.01953125
311,86.01953125
312,89.80859375
313,86.65234375
314,88.02734375
315,91.27734375
316,93.875
317,122.203125
318,201.984375
319,234.359375
320,243.109375
321,237.16015625
322,239.66015625
323,238.9375
324,289.3671875
325,263.359375
326,260.76171875
327,261.51171875
328,254.7265625
329,254.390625
330,252.66015625
331,236.35546875
332,238.09765625
333,240.34765625
334,243.84765625
335,244.98828125
336,247.11328125
337,250.36328125
338,252.86328125
339,252.54296875
340,306.89453125
341,282.42578125
342,283.625
343,285.75
344,288.5
345,277.92578125
346,279.05078125
347,279.05078125
348,279.55078125
349,279.03125
350,279.03125
351,279.65625
352,278.9765625
353,279.359375
