elapsed [sec],ObjectSpace.memsize_of_all values [MB]
0,20.091618537902832
1,16.29921531677246
2,18.016006469726562
3,17.741677284240723
4,17.44976234436035
5,22.536975860595703
6,40.46776294708252
7,27.604395866394043
8,25.506999015808105
9,28.812175750732422
10,30.333288192749023
11,26.77939510345459
12,20.111555099487305
13,23.416808128356934
14,19.89922523498535
15,23.267245292663574
16,26.56385898590088
17,20.947093963623047
18,24.243465423583984
19,20.605027198791504
20,32.989450454711914
21,20.42057704925537
22,23.708066940307617
23,20.08065128326416
24,19.368141174316406
25,26.368179321289062
26,26.25060749053955
27,20.082894325256348
28,18.998663902282715
29,18.29435443878174
30,31.066523551940918
31,21.423213958740234
32,20.455204010009766
33,24.08061408996582
34,20.57147789001465
35,23.867168426513672
36,20.348576545715332
37,19.97362995147705
38,20.463805198669434
39,23.76837730407715
40,26.50766086578369
41,20.15536403656006
42,23.78929901123047
43,20.275432586669922
44,19.571123123168945
45,20.542177200317383
46,15.352851867675781
47,18.96902370452881
48,15.431905746459961
49,16.718714714050293
50,15.203343391418457
51,18.79885196685791
52,15.252341270446777
53,16.556913375854492
54,15.340263366699219
55,26.29572296142578
56,21.74389362335205
57,21.36894702911377
58,21.83592987060547
59,34.26054382324219
60,20.976211547851562
61,24.548046112060547
62,21.12812328338623
63,24.423813819885254
64,21.077040672302246
65,24.577364921569824
66,21.104866981506348
67,20.39167594909668
68,21.25718402862549
69,24.54399299621582
70,21.07277202606201
71,20.377344131469727
72,21.234074592590332
73,24.529765129089355
74,29.445441246032715
75,20.008304595947266
76,19.633358001708984
77,16.287044525146484
78,19.5916166305542
79,16.25496482849121
80,19.88001823425293
81,20.533857345581055
82,23.83842945098877
83,20.493584632873535
84,20.37794303894043
85,19.682515144348145
86,20.349939346313477
87,23.63674831390381
88,20.64335823059082
89,32.566162109375
90,19.051831245422363
91,26.35133647918701
92,23.135979652404785
93,19.920844078063965
94,19.55009365081787
95,16.334437370300293
96,19.63394260406494
97,16.409765243530273
98,20.038772583007812
99,20.82358741760254
100,24.13197422027588
101,20.908803939819336
102,20.546935081481934
103,29.916109085083008
104,20.180699348449707
105,23.801067352294922
106,20.291227340698242
107,19.59073257446289
108,20.06320858001709
109,23.692458152770996
110,20.182117462158203
111,19.48162269592285
112,20.293797492980957
113,23.584421157836914
114,20.07493019104004
115,19.70466423034668
116,20.17756748199463
117,23.477072715759277
118,34.221394538879395
119,19.799696922302246
120,19.437828063964844
121,19.831950187683105
122,23.122573852539062
123,19.855548858642578
124,19.146172523498535
125,15.540389060974121
126,19.169638633728027
127,15.563549995422363
128,18.871936798095703
129,15.265886306762695
130,18.88625431060791
131,15.28944206237793
132,16.580065727233887
133,31.649344444274902
134,21.855642318725586
135,25.155147552490234
136,21.64352798461914
137,25.28165912628174
138,21.7779483795166
139,25.07745361328125
140,21.574033737182617
141,25.194401741027832
142,21.690499305725098
143,20.842872619628906
144,24.142377853393555
145,20.973496437072754
146,24.273001670837402
147,22.009248733520508
148,18.99508762359619
149,18.624579429626465
150,15.01622486114502
151,16.306848526000977
152,15.019845008850098
153,16.319350242614746
154,21.618855476379395
155,22.00231170654297
156,25.631561279296875
157,22.014607429504395
158,25.314112663269043
159,21.69665813446045
160,21.00504493713379
161,21.48955249786377
162,34.43472671508789
163,20.222496032714844
164,19.522357940673828
165,20.00668239593506
166,23.51311206817627
167,20.12104034423828
168,19.42054557800293
169,19.905022621154785
170,23.213409423828125
171,20.019609451293945
172,19.319114685058594
173,15.8045654296875
174,19.10407066345215
175,15.589838981628418
176,19.227970123291016
177,31.96888828277588
178,21.632150650024414
179,25.26140022277832
180,21.92475700378418
181,21.224262237548828
182,21.887751579284668
183,25.187256813049316
184,21.851091384887695
185,21.489949226379395
186,22.15260410308838
187,25.443227767944336
188,22.10680866241455
189,21.4063138961792
